"","Version","Kmod","M1","M2","S1","S2","P","Model","Cat","sumM","sumS"
"664","Mix",2,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"665","Mix",3,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"666","Mix",3,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"667","Mix",4,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"668","Mix",4,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"669","Mix",5,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"670","Mix",5,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"671","Mix",6,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"672","Mix",6,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"673","Mix",7,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"674","Mix",7,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"675","Mix",8,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"676","Mix",8,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"677","Mix",9,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"678","Mix",9,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"679","Mix",10,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"680","Mix",10,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"681","Mix",11,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"682","Mix",11,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"683","Mix",12,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"684","Mix",12,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"685","Mix",13,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"686","Mix",13,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"687","Mix",14,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"688","Mix",14,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"689","Mix",15,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"690","Mix",15,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"691","Mix",16,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"692","Mix",16,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"693","Mix",17,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"694","Mix",17,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"695","Mix",18,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"696","Mix",18,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"697","Mix",19,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"698","Mix",19,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"699","Mix",20,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"700","Mix",20,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"701","Mix",21,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"702","Mix",21,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"703","Mix",22,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"704","Mix",22,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"705","Mix",23,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"706","Mix",23,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"707","Mix",24,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"708","Mix",24,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"709","Mix",25,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"710","Mix",25,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"711","Mix",26,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"712","Mix",26,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"713","Mix",27,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"714","Mix",27,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"715","Mix",28,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"716","Mix",28,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"717","Mix",29,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"718","Mix",29,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"719","Mix",30,16.36663642,NA,98.19981851,NA,NA,"DDdeath","Coex",16.36663642,98.19981851
"720","Mix",30,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"721","Rev",1,14.06775247,NA,203.1475106,NA,NA,"DDdeath","Coex",14.06775247,203.1475106
"722","Rev",1,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"723","Rev",2,15.08312604,NA,158.7489635,NA,NA,"DDdeath","Coex",15.08312604,158.7489635
"724","Rev",2,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"725","Rev",3,15.47570693,NA,140.7537426,NA,NA,"DDdeath","Coex",15.47570693,140.7537426
"726","Rev",3,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"727","Rev",4,15.68427767,NA,131.0051509,NA,NA,"DDdeath","Coex",15.68427767,131.0051509
"728","Rev",4,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"729","Rev",5,15.81368892,NA,124.8908643,NA,NA,"DDdeath","Coex",15.81368892,124.8908643
"730","Rev",5,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"731","Rev",6,15.90182832,NA,120.6977843,NA,NA,"DDdeath","Coex",15.90182832,120.6977843
"732","Rev",6,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"733","Rev",7,15.9657275,NA,117.6433182,NA,NA,"DDdeath","Coex",15.9657275,117.6433182
"734","Rev",7,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"735","Rev",8,16.01417878,NA,115.3191169,NA,NA,"DDdeath","Coex",16.01417878,115.3191169
"736","Rev",8,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"737","Rev",9,16.05218054,NA,113.4912499,NA,NA,"DDdeath","Coex",16.05218054,113.4912499
"738","Rev",9,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"739","Rev",10,16.08278449,NA,112.0160644,NA,NA,"DDdeath","Coex",16.08278449,112.0160644
"740","Rev",10,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"741","Rev",11,16.10795939,NA,110.8004666,NA,NA,"DDdeath","Coex",16.10795939,110.8004666
"742","Rev",11,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"743","Rev",12,16.12903226,NA,109.7814776,NA,NA,"DDdeath","Coex",16.12903226,109.7814776
"744","Rev",12,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"745","Rev",13,16.14693022,NA,108.9149669,NA,NA,"DDdeath","Coex",16.14693022,108.9149669
"746","Rev",13,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"747","Rev",14,16.16232054,NA,108.1690921,NA,NA,"DDdeath","Coex",16.16232054,108.1690921
"748","Rev",14,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"749","Rev",15,16.17569576,NA,107.5202999,NA,NA,"DDdeath","Coex",16.17569576,107.5202999
"750","Rev",15,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"751","Rev",16,16.18742734,NA,106.9507942,NA,NA,"DDdeath","Coex",16.18742734,106.9507942
"752","Rev",16,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"753","Rev",17,16.19780072,NA,106.4468778,NA,NA,"DDdeath","Coex",16.19780072,106.4468778
"754","Rev",17,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"755","Rev",18,16.20703887,NA,105.9978368,NA,NA,"DDdeath","Coex",16.20703887,105.9978368
"756","Rev",18,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"757","Rev",19,16.21531847,NA,105.5951704,NA,NA,"DDdeath","Coex",16.21531847,105.5951704
"758","Rev",19,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"759","Rev",20,16.22278136,NA,105.2320472,NA,NA,"DDdeath","Coex",16.22278136,105.2320472
"760","Rev",20,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"761","Rev",21,16.22954271,NA,104.902915,NA,NA,"DDdeath","Coex",16.22954271,104.902915
"762","Rev",21,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"763","Rev",22,16.235697,NA,104.6032145,NA,NA,"DDdeath","Coex",16.235697,104.6032145
"764","Rev",22,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"765","Rev",23,16.24132247,NA,104.3291667,NA,NA,"DDdeath","Coex",16.24132247,104.3291667
"766","Rev",23,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"767","Rev",24,16.24648448,NA,104.0776133,NA,NA,"DDdeath","Coex",16.24648448,104.0776133
"768","Rev",24,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"769","Rev",25,16.25123803,NA,103.8458939,NA,NA,"DDdeath","Coex",16.25123803,103.8458939
"770","Rev",25,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"771","Rev",26,16.25562976,NA,103.6317516,NA,NA,"DDdeath","Coex",16.25562976,103.6317516
"772","Rev",26,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"773","Rev",27,16.25969947,NA,103.4332596,NA,NA,"DDdeath","Coex",16.25969947,103.4332596
"774","Rev",27,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"775","Rev",28,16.26348133,NA,103.2487628,NA,NA,"DDdeath","Coex",16.26348133,103.2487628
"776","Rev",28,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"777","Rev",29,16.26700482,NA,103.0768313,NA,NA,"DDdeath","Coex",16.26700482,103.0768313
"778","Rev",29,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"779","Rev",30,16.27029556,NA,102.9162237,NA,NA,"DDdeath","Coex",16.27029556,102.9162237
"780","Rev",30,0,NA,500,NA,NA,"DDdeath","Extinct",0,500
"781","Sub",1,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"782","Sub",2,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"783","Sub",3,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"784","Sub",4,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"785","Sub",5,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"786","Sub",6,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"787","Sub",7,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"788","Sub",8,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"789","Sub",9,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"790","Sub",10,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"791","Sub",11,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"792","Sub",12,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"793","Sub",13,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"794","Sub",14,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"795","Sub",15,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"796","Sub",16,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"797","Sub",17,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"798","Sub",18,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"799","Sub",19,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"800","Sub",20,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"801","Sub",21,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"802","Sub",22,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"803","Sub",23,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"804","Sub",24,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"805","Sub",25,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"806","Sub",26,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"807","Sub",27,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"808","Sub",28,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"809","Sub",29,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"810","Sub",30,8.164965809,NA,400,NA,NA,"DDdeath","Coex",8.164965809,400
"811","Fwd",1,323.3333333,0,15,NA,NA,"Intercomp","M1 wins",323.3333333,15
"812","Fwd",1,0,583.3333333,33.33333333,NA,NA,"Intercomp","M2 wins",583.3333333,33.33333333
"813","Fwd",1,0.20354602,0.475424514,498.636946,NA,NA,"Intercomp","Coex",0.678970534,498.636946
"814","Fwd",1,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"815","Fwd",2,327.6190476,0,8.571428571,NA,NA,"Intercomp","M1 wins",327.6190476,8.571428571
"816","Fwd",2,0,593.75,25,NA,NA,"Intercomp","M2 wins",593.75,25
"817","Fwd",2,0.504883363,1.652359206,492.0810469,NA,NA,"Intercomp","Coex",2.157242569,492.0810469
"818","Fwd",2,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"819","Fwd",3,328.3333333,0,7.5,NA,NA,"Intercomp","M1 wins",328.3333333,7.5
"820","Fwd",3,0,596.1538462,23.07692308,NA,NA,"Intercomp","M2 wins",596.1538462,23.07692308
"821","Fwd",3,0.755165629,2.780250349,481.9462048,NA,NA,"Intercomp","Coex",3.535415978,481.9462048
"822","Fwd",3,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"823","Fwd",4,328.627451,0,7.058823529,NA,NA,"Intercomp","M1 wins",328.627451,7.058823529
"824","Fwd",4,0,597.2222222,22.22222222,NA,NA,"Intercomp","M2 wins",597.2222222,22.22222222
"825","Fwd",4,0.962027203,3.857453799,469.4941677,NA,NA,"Intercomp","Coex",4.819481002,469.4941677
"826","Fwd",4,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"827","Fwd",5,328.7878788,0,6.818181818,NA,NA,"Intercomp","M1 wins",328.7878788,6.818181818
"828","Fwd",5,0,597.826087,21.73913043,NA,NA,"Intercomp","M2 wins",597.826087,21.73913043
"829","Fwd",5,1.131511899,4.882079093,455.7281548,NA,NA,"Intercomp","Coex",6.013590992,455.7281548
"830","Fwd",5,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"831","Fwd",6,328.8888889,0,6.666666667,NA,NA,"Intercomp","M1 wins",328.8888889,6.666666667
"832","Fwd",6,0,598.2142857,21.42857143,NA,NA,"Intercomp","M2 wins",598.2142857,21.42857143
"833","Fwd",6,1.268903838,5.852566978,441.4301778,NA,NA,"Intercomp","Coex",7.121470816,441.4301778
"834","Fwd",6,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"835","Fwd",7,328.9583333,0,6.5625,NA,NA,"Intercomp","M1 wins",328.9583333,6.5625
"836","Fwd",7,0,598.4848485,21.21212121,NA,NA,"Intercomp","M2 wins",598.4848485,21.21212121
"837","Fwd",7,1.379036061,6.768059763,427.1832087,NA,NA,"Intercomp","Coex",8.147095824,427.1832087
"838","Fwd",7,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"839","Fwd",8,329.009009,0,6.486486486,NA,NA,"Intercomp","M1 wins",329.009009,6.486486486
"840","Fwd",8,0,598.6842105,21.05263158,NA,NA,"Intercomp","M2 wins",598.6842105,21.05263158
"841","Fwd",8,1.466347952,7.628579577,413.3945502,NA,NA,"Intercomp","Coex",9.094927529,413.3945502
"842","Fwd",8,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"843","Fwd",9,329.047619,0,6.428571429,NA,NA,"Intercomp","M1 wins",329.047619,6.428571429
"844","Fwd",9,0,598.8372093,20.93023256,NA,NA,"Intercomp","M2 wins",598.8372093,20.93023256
"845","Fwd",9,1.534844662,8.435040403,400.3243635,NA,NA,"Intercomp","Coex",9.969885065,400.3243635
"846","Fwd",9,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"847","Fwd",10,329.0780142,0,6.382978723,NA,NA,"Intercomp","M1 wins",329.0780142,6.382978723
"848","Fwd",10,0,598.9583333,20.83333333,NA,NA,"Intercomp","M2 wins",598.9583333,20.83333333
"849","Fwd",10,1.588045074,9.189139841,388.1172427,NA,NA,"Intercomp","Coex",10.777184915,388.1172427
"850","Fwd",10,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"851","Fwd",11,329.1025641,0,6.346153846,NA,NA,"Intercomp","M1 wins",329.1025641,6.346153846
"852","Fwd",11,0,599.0566038,20.75471698,NA,NA,"Intercomp","M2 wins",599.0566038,20.75471698
"853","Fwd",11,1.628957753,9.893184846,376.8329544,NA,NA,"Intercomp","Coex",11.522142599,376.8329544
"854","Fwd",11,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"855","Fwd",12,329.122807,0,6.315789474,NA,NA,"Intercomp","M1 wins",329.122807,6.315789474
"856","Fwd",12,0,599.137931,20.68965517,NA,NA,"Intercomp","M2 wins",599.137931,20.68965517
"857","Fwd",12,1.660093327,10.54989911,366.473221,NA,NA,"Intercomp","Coex",12.209992437,366.473221
"858","Fwd",12,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"859","Fwd",13,329.1397849,0,6.290322581,NA,NA,"Intercomp","M1 wins",329.1397849,6.290322581
"860","Fwd",13,0,599.2063492,20.63492063,NA,NA,"Intercomp","M2 wins",599.2063492,20.63492063
"861","Fwd",13,1.68350564,11.16224467,357.0030328,NA,NA,"Intercomp","Coex",12.84575031,357.0030328
"862","Fwd",13,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"863","Fwd",14,329.1542289,0,6.268656716,NA,NA,"Intercomp","M1 wins",329.1542289,6.268656716
"864","Fwd",14,0,599.2647059,20.58823529,NA,NA,"Intercomp","M2 wins",599.2647059,20.58823529
"865","Fwd",14,1.700849219,11.73327473,348.3663883,NA,NA,"Intercomp","Coex",13.434123949,348.3663883
"866","Fwd",14,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"867","Fwd",15,329.1666667,0,6.25,NA,NA,"Intercomp","M1 wins",329.1666667,6.25
"868","Fwd",15,0,599.3150685,20.54794521,NA,NA,"Intercomp","M2 wins",599.3150685,20.54794521
"869","Fwd",15,1.713441947,12.26602231,340.4971993,NA,NA,"Intercomp","Coex",13.979464257,340.4971993
"870","Fwd",15,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"871","Fwd",16,329.1774892,0,6.233766234,NA,NA,"Intercomp","M1 wins",329.1774892,6.233766234
"872","Fwd",16,0,599.3589744,20.51282051,NA,NA,"Intercomp","M2 wins",599.3589744,20.51282051
"873","Fwd",16,1.722325349,12.7634225,333.3264113,NA,NA,"Intercomp","Coex",14.485747849,333.3264113
"874","Fwd",16,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"875","Fwd",17,329.1869919,0,6.219512195,NA,NA,"Intercomp","M1 wins",329.1869919,6.219512195
"876","Fwd",17,0,599.3975904,20.48192771,NA,NA,"Intercomp","M2 wins",599.3975904,20.48192771
"877","Fwd",17,1.728318359,13.22826263,326.7863682,NA,NA,"Intercomp","Coex",14.956580989,326.7863682
"878","Fwd",17,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"879","Fwd",18,329.1954023,0,6.206896552,NA,NA,"Intercomp","M1 wins",329.1954023,6.206896552
"880","Fwd",18,0,599.4318182,20.45454545,NA,NA,"Intercomp","M2 wins",599.4318182,20.45454545
"881","Fwd",18,1.73206299,13.66315377,320.8132817,NA,NA,"Intercomp","Coex",15.39521676,320.8132817
"882","Fwd",18,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"883","Fwd",19,329.2028986,0,6.195652174,NA,NA,"Intercomp","M1 wins",329.2028986,6.195652174
"884","Fwd",19,0,599.4623656,20.43010753,NA,NA,"Intercomp","M2 wins",599.4623656,20.43010753
"885","Fwd",19,1.734061864,14.07051785,315.3484541,NA,NA,"Intercomp","Coex",15.804579714,315.3484541
"886","Fwd",19,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"887","Fwd",20,329.209622,0,6.18556701,NA,NA,"Intercomp","M1 wins",329.209622,6.18556701
"888","Fwd",20,0,599.4897959,20.40816327,NA,NA,"Intercomp","M2 wins",599.4897959,20.40816327
"889","Fwd",20,1.734708387,14.45258546,310.3387205,NA,NA,"Intercomp","Coex",16.187293847,310.3387205
"890","Fwd",20,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"891","Fwd",21,329.2156863,0,6.176470588,NA,NA,"Intercomp","M1 wins",329.2156863,6.176470588
"892","Fwd",21,0,599.5145631,20.38834951,NA,NA,"Intercomp","M2 wins",599.5145631,20.38834951
"893","Fwd",21,1.734310658,14.81140065,305.7364234,NA,NA,"Intercomp","Coex",16.545711308,305.7364234
"894","Fwd",21,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"895","Fwd",22,329.2211838,0,6.168224299,NA,NA,"Intercomp","M1 wins",329.2211838,6.168224299
"896","Fwd",22,0,599.537037,20.37037037,NA,NA,"Intercomp","M2 wins",599.537037,20.37037037
"897","Fwd",22,1.733110214,15.14883003,301.4991262,NA,NA,"Intercomp","Coex",16.881940244,301.4991262
"898","Fwd",22,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"899","Fwd",23,329.2261905,0,6.160714286,NA,NA,"Intercomp","M1 wins",329.2261905,6.160714286
"900","Fwd",23,0,599.5575221,20.3539823,NA,NA,"Intercomp","M2 wins",599.5575221,20.3539823
"901","Fwd",23,1.731296658,15.4665743,297.5891968,NA,NA,"Intercomp","Coex",17.197870958,297.5891968
"902","Fwd",23,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"903","Fwd",24,329.2307692,0,6.153846154,NA,NA,"Intercomp","M1 wins",329.2307692,6.153846154
"904","Fwd",24,0,599.5762712,20.33898305,NA,NA,"Intercomp","M2 wins",599.5762712,20.33898305
"905","Fwd",24,1.72901903,15.76618077,293.9733407,NA,NA,"Intercomp","Coex",17.4951998,293.9733407
"906","Fwd",24,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"907","Fwd",25,329.2349727,0,6.147540984,NA,NA,"Intercomp","M1 wins",329.2349727,6.147540984
"908","Fwd",25,0,599.5934959,20.32520325,NA,NA,"Intercomp","M2 wins",599.5934959,20.32520325
"909","Fwd",25,1.726394629,16.04905627,290.6221313,NA,NA,"Intercomp","Coex",17.775450899,290.6221313
"910","Fwd",25,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"911","Fwd",26,329.2388451,0,6.141732283,NA,NA,"Intercomp","M1 wins",329.2388451,6.141732283
"912","Fwd",26,0,599.609375,20.3125,NA,NA,"Intercomp","M2 wins",599.609375,20.3125
"913","Fwd",26,1.723515866,16.3164796,287.5095623,NA,NA,"Intercomp","Coex",18.039995466,287.5095623
"914","Fwd",26,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"915","Fwd",27,329.2424242,0,6.136363636,NA,NA,"Intercomp","M1 wins",329.2424242,6.136363636
"916","Fwd",27,0,599.6240602,20.30075188,NA,NA,"Intercomp","M2 wins",599.6240602,20.30075188
"917","Fwd",27,1.720455594,16.56961346,284.6126367,NA,NA,"Intercomp","Coex",18.290069054,284.6126367
"918","Fwd",27,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"919","Fwd",28,329.2457421,0,6.131386861,NA,NA,"Intercomp","M1 wins",329.2457421,6.131386861
"920","Fwd",28,0,599.6376812,20.28985507,NA,NA,"Intercomp","M2 wins",599.6376812,20.28985507
"921","Fwd",28,1.71727125,16.80951554,281.9109963,NA,NA,"Intercomp","Coex",18.52678679,281.9109963
"922","Fwd",28,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"923","Fwd",29,329.2488263,0,6.126760563,NA,NA,"Intercomp","M1 wins",329.2488263,6.126760563
"924","Fwd",29,0,599.6503497,20.27972028,NA,NA,"Intercomp","M2 wins",599.6503497,20.27972028
"925","Fwd",29,1.714008098,17.0371487,279.3865931,NA,NA,"Intercomp","Coex",18.751156798,279.3865931
"926","Fwd",29,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"927","Fwd",30,329.2517007,0,6.12244898,NA,NA,"Intercomp","M1 wins",329.2517007,6.12244898
"928","Fwd",30,0,599.6621622,20.27027027,NA,NA,"Intercomp","M2 wins",599.6621622,20.27027027
"929","Fwd",30,1.710701756,17.25339031,277.0233994,NA,NA,"Intercomp","Coex",18.964092066,277.0233994
"930","Fwd",30,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"931","Mix",1,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"932","Mix",1,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"933","Mix",1,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"934","Mix",1,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"935","Mix",2,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"936","Mix",2,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"937","Mix",2,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"938","Mix",2,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"939","Mix",3,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"940","Mix",3,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"941","Mix",3,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"942","Mix",3,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"943","Mix",4,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"944","Mix",4,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"945","Mix",4,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"946","Mix",4,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"947","Mix",5,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"948","Mix",5,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"949","Mix",5,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"950","Mix",5,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"951","Mix",6,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"952","Mix",6,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"953","Mix",6,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"954","Mix",6,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"955","Mix",7,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"956","Mix",7,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"957","Mix",7,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
