"","Version","Kmod","M1","M2","S1","S2","P","Model","Cat","sumM","sumS"
"958","Mix",7,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"959","Mix",8,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"960","Mix",8,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"961","Mix",8,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"962","Mix",8,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"963","Mix",9,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"964","Mix",9,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"965","Mix",9,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"966","Mix",9,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"967","Mix",10,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"968","Mix",10,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"969","Mix",10,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"970","Mix",10,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"971","Mix",11,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"972","Mix",11,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"973","Mix",11,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"974","Mix",11,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"975","Mix",12,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"976","Mix",12,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"977","Mix",12,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"978","Mix",12,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"979","Mix",13,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"980","Mix",13,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"981","Mix",13,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"982","Mix",13,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"983","Mix",14,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"984","Mix",14,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"985","Mix",14,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"986","Mix",14,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"987","Mix",15,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"988","Mix",15,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"989","Mix",15,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"990","Mix",15,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"991","Mix",16,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"992","Mix",16,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"993","Mix",16,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"994","Mix",16,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"995","Mix",17,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"996","Mix",17,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"997","Mix",17,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"998","Mix",17,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"999","Mix",18,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1000","Mix",18,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1001","Mix",18,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1002","Mix",18,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1003","Mix",19,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1004","Mix",19,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1005","Mix",19,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1006","Mix",19,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1007","Mix",20,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1008","Mix",20,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1009","Mix",20,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1010","Mix",20,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1011","Mix",21,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1012","Mix",21,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1013","Mix",21,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1014","Mix",21,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1015","Mix",22,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1016","Mix",22,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1017","Mix",22,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1018","Mix",22,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1019","Mix",23,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1020","Mix",23,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1021","Mix",23,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1022","Mix",23,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1023","Mix",24,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1024","Mix",24,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1025","Mix",24,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1026","Mix",24,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1027","Mix",25,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1028","Mix",25,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1029","Mix",25,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1030","Mix",25,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1031","Mix",26,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1032","Mix",26,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1033","Mix",26,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1034","Mix",26,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1035","Mix",27,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1036","Mix",27,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1037","Mix",27,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1038","Mix",27,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1039","Mix",28,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1040","Mix",28,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1041","Mix",28,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1042","Mix",28,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1043","Mix",29,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1044","Mix",29,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1045","Mix",29,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1046","Mix",29,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1047","Mix",30,329.3333333,0,6,NA,NA,"Intercomp","M1 wins",329.3333333,6
"1048","Mix",30,0,600,20,NA,NA,"Intercomp","M2 wins",600,20
"1049","Mix",30,1.511715749,25.37055858,208.9644687,NA,NA,"Intercomp","Coex",26.882274329,208.9644687
"1050","Mix",30,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1051","Rev",1,235.2380952,0,147.1428571,NA,NA,"Intercomp","M1 wins",235.2380952,147.1428571
"1052","Rev",1,0,400,180,NA,NA,"Intercomp","M2 wins",400,180
"1053","Rev",1,1.146270942,27.70955595,253.7743372,NA,NA,"Intercomp","Coex",28.855826892,253.7743372
"1054","Rev",1,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1055","Rev",2,274.4444444,0,88.33333333,NA,NA,"Intercomp","M1 wins",274.4444444,88.33333333
"1056","Rev",2,0,480,116,NA,NA,"Intercomp","M2 wins",480,116
"1057","Rev",2,1.311808257,26.56446866,232.8482875,NA,NA,"Intercomp","Coex",27.876276917,232.8482875
"1058","Rev",2,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1059","Rev",3,290.5882353,0,64.11764706,NA,NA,"Intercomp","M1 wins",290.5882353,64.11764706
"1060","Rev",3,0,514.2857143,88.57142857,NA,NA,"Intercomp","M2 wins",514.2857143,88.57142857
"1061","Rev",3,1.374228042,26.17174054,225.2396872,NA,NA,"Intercomp","Coex",27.545968582,225.2396872
"1062","Rev",3,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1063","Rev",4,299.3939394,0,50.90909091,NA,NA,"Intercomp","M1 wins",299.3939394,50.90909091
"1064","Rev",4,0,533.3333333,73.33333333,NA,NA,"Intercomp","M2 wins",533.3333333,73.33333333
"1065","Rev",4,1.406957948,25.97337528,221.3067353,NA,NA,"Intercomp","Coex",27.380333228,221.3067353
"1066","Rev",4,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1067","Rev",5,304.9382716,0,42.59259259,NA,NA,"Intercomp","M1 wins",304.9382716,42.59259259
"1068","Rev",5,0,545.4545455,63.63636364,NA,NA,"Intercomp","M2 wins",545.4545455,63.63636364
"1069","Rev",5,1.427105155,25.85372829,218.9044372,NA,NA,"Intercomp","Coex",27.280833445,218.9044372
"1070","Rev",5,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1071","Rev",6,308.75,0,36.875,NA,NA,"Intercomp","M1 wins",308.75,36.875
"1072","Rev",6,0,553.8461538,56.92307692,NA,NA,"Intercomp","M2 wins",553.8461538,56.92307692
"1073","Rev",6,1.440754327,25.77370534,217.2848618,NA,NA,"Intercomp","Coex",27.214459667,217.2848618
"1074","Rev",6,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1075","Rev",7,311.5315315,0,32.7027027,NA,NA,"Intercomp","M1 wins",311.5315315,32.7027027
"1076","Rev",7,0,560,52,NA,NA,"Intercomp","M2 wins",560,52
"1077","Rev",7,1.450612137,25.71642071,216.1190812,NA,NA,"Intercomp","Coex",27.167032847,216.1190812
"1078","Rev",7,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1079","Rev",8,313.6507937,0,29.52380952,NA,NA,"Intercomp","M1 wins",313.6507937,29.52380952
"1080","Rev",8,0,564.7058824,48.23529412,NA,NA,"Intercomp","M2 wins",564.7058824,48.23529412
"1081","Rev",8,1.458065467,25.67338911,215.239816,NA,NA,"Intercomp","Coex",27.131454577,215.239816
"1082","Rev",8,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1083","Rev",9,315.3191489,0,27.0212766,NA,NA,"Intercomp","M1 wins",315.3191489,27.0212766
"1084","Rev",9,0,568.4210526,45.26315789,NA,NA,"Intercomp","M2 wins",568.4210526,45.26315789
"1085","Rev",9,1.463898346,25.63987992,214.5530039,NA,NA,"Intercomp","Coex",27.103778266,214.5530039
"1086","Rev",9,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1087","Rev",10,316.6666667,0,25,NA,NA,"Intercomp","M1 wins",316.6666667,25
"1088","Rev",10,0,571.4285714,42.85714286,NA,NA,"Intercomp","M2 wins",571.4285714,42.85714286
"1089","Rev",10,1.468587381,25.61304737,214.001694,NA,NA,"Intercomp","Coex",27.081634751,214.001694
"1090","Rev",10,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1091","Rev",11,317.7777778,0,23.33333333,NA,NA,"Intercomp","M1 wins",317.7777778,23.33333333
"1092","Rev",11,0,573.9130435,40.86956522,NA,NA,"Intercomp","M2 wins",573.9130435,40.86956522
"1093","Rev",11,1.472438973,25.59107685,213.5493877,NA,NA,"Intercomp","Coex",27.063515823,213.5493877
"1094","Rev",11,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1095","Rev",12,318.7096774,0,21.93548387,NA,NA,"Intercomp","M1 wins",318.7096774,21.93548387
"1096","Rev",12,0,576,39.2,NA,NA,"Intercomp","M2 wins",576,39.2
"1097","Rev",12,1.475659064,25.5727567,213.1716145,NA,NA,"Intercomp","Coex",27.048415764,213.1716145
"1098","Rev",12,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1099","Rev",13,319.5024876,0,20.74626866,NA,NA,"Intercomp","M1 wins",319.5024876,20.74626866
"1100","Rev",13,0,577.7777778,37.77777778,NA,NA,"Intercomp","M2 wins",577.7777778,37.77777778
"1101","Rev",13,1.478391191,25.55724696,212.8513543,NA,NA,"Intercomp","Coex",27.035638151,212.8513543
"1102","Rev",13,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1103","Rev",14,320.1851852,0,19.72222222,NA,NA,"Intercomp","M1 wins",320.1851852,19.72222222
"1104","Rev",14,0,579.3103448,36.55172414,NA,NA,"Intercomp","M2 wins",579.3103448,36.55172414
"1105","Rev",14,1.480738453,25.54394703,212.5764024,NA,NA,"Intercomp","Coex",27.024685483,212.5764024
"1106","Rev",14,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1107","Rev",15,320.7792208,0,18.83116883,NA,NA,"Intercomp","M1 wins",320.7792208,18.83116883
"1108","Rev",15,0,580.6451613,35.48387097,NA,NA,"Intercomp","M2 wins",580.6451613,35.48387097
"1109","Rev",15,1.48277682,25.53241604,212.3377794,NA,NA,"Intercomp","Coex",27.01519286,212.3377794
"1110","Rev",15,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1111","Rev",16,321.300813,0,18.04878049,NA,NA,"Intercomp","M1 wins",321.300813,18.04878049
"1112","Rev",16,0,581.8181818,34.54545455,NA,NA,"Intercomp","M2 wins",581.8181818,34.54545455
"1113","Rev",16,1.484563499,25.52232309,212.1287313,NA,NA,"Intercomp","Coex",27.006886589,212.1287313
"1114","Rev",16,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1115","Rev",17,321.7624521,0,17.35632184,NA,NA,"Intercomp","M1 wins",321.7624521,17.35632184
"1116","Rev",17,0,582.8571429,33.71428571,NA,NA,"Intercomp","M2 wins",582.8571429,33.71428571
"1117","Rev",17,1.486142396,25.51341497,211.9440809,NA,NA,"Intercomp","Coex",26.999557366,211.9440809
"1118","Rev",17,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1119","Rev",18,322.173913,0,16.73913043,NA,NA,"Intercomp","M1 wins",322.173913,16.73913043
"1120","Rev",18,0,583.7837838,32.97297297,NA,NA,"Intercomp","M2 wins",583.7837838,32.97297297
"1121","Rev",18,1.487547762,25.50549462,211.7797926,NA,NA,"Intercomp","Coex",26.993042382,211.7797926
"1122","Rev",18,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1123","Rev",19,322.5429553,0,16.18556701,NA,NA,"Intercomp","M1 wins",322.5429553,16.18556701
"1124","Rev",19,0,584.6153846,32.30769231,NA,NA,"Intercomp","M2 wins",584.6153846,32.30769231
"1125","Rev",19,1.488806716,25.49840637,211.6326742,NA,NA,"Intercomp","Coex",26.987213086,211.6326742
"1126","Rev",19,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1127","Rev",20,322.875817,0,15.68627451,NA,NA,"Intercomp","M1 wins",322.875817,15.68627451
"1128","Rev",20,0,585.3658537,31.70731707,NA,NA,"Intercomp","M2 wins",585.3658537,31.70731707
"1129","Rev",20,1.489941005,25.49202564,211.5001679,NA,NA,"Intercomp","Coex",26.981966645,211.5001679
"1130","Rev",20,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1131","Rev",21,323.1775701,0,15.23364486,NA,NA,"Intercomp","M1 wins",323.1775701,15.23364486
"1132","Rev",21,0,586.0465116,31.1627907,NA,NA,"Intercomp","M2 wins",586.0465116,31.1627907
"1133","Rev",21,1.490968271,25.48625154,211.3801997,NA,NA,"Intercomp","Coex",26.977219811,211.3801997
"1134","Rev",21,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1135","Rev",22,323.452381,0,14.82142857,NA,NA,"Intercomp","M1 wins",323.452381,14.82142857
"1136","Rev",22,0,586.6666667,30.66666667,NA,NA,"Intercomp","M2 wins",586.6666667,30.66666667
"1137","Rev",22,1.491902979,25.48100148,211.2710703,NA,NA,"Intercomp","Coex",26.972904459,211.2710703
"1138","Rev",22,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1139","Rev",23,323.7037037,0,14.44444444,NA,NA,"Intercomp","M1 wins",323.7037037,14.44444444
"1140","Rev",23,0,587.2340426,30.21276596,NA,NA,"Intercomp","M2 wins",587.2340426,30.21276596
"1141","Rev",23,1.492757098,25.47620722,211.1713745,NA,NA,"Intercomp","Coex",26.968964318,211.1713745
"1142","Rev",23,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1143","Rev",24,323.9344262,0,14.09836066,NA,NA,"Intercomp","M1 wins",323.9344262,14.09836066
"1144","Rev",24,0,587.755102,29.79591837,NA,NA,"Intercomp","M2 wins",587.755102,29.79591837
"1145","Rev",24,1.493540621,25.47181187,211.0799396,NA,NA,"Intercomp","Coex",26.965352491,211.0799396
"1146","Rev",24,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1147","Rev",25,324.1469816,0,13.77952756,NA,NA,"Intercomp","M1 wins",324.1469816,13.77952756
"1148","Rev",25,0,588.2352941,29.41176471,NA,NA,"Intercomp","M2 wins",588.2352941,29.41176471
"1149","Rev",25,1.494261952,25.46776763,210.9957798,NA,NA,"Intercomp","Coex",26.962029582,210.9957798
"1150","Rev",25,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1151","Rev",26,324.3434343,0,13.48484848,NA,NA,"Intercomp","M1 wins",324.3434343,13.48484848
"1152","Rev",26,0,588.6792453,29.05660377,NA,NA,"Intercomp","M2 wins",588.6792453,29.05660377
"1153","Rev",26,1.494928213,25.46403405,210.9180601,NA,NA,"Intercomp","Coex",26.958962263,210.9180601
"1154","Rev",26,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1155","Rev",27,324.5255474,0,13.21167883,NA,NA,"Intercomp","M1 wins",324.5255474,13.21167883
"1156","Rev",27,0,589.0909091,28.72727273,NA,NA,"Intercomp","M2 wins",589.0909091,28.72727273
"1157","Rev",27,1.495545478,25.46057666,210.8460684,NA,NA,"Intercomp","Coex",26.956122138,210.8460684
"1158","Rev",27,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1159","Rev",28,324.6948357,0,12.95774648,NA,NA,"Intercomp","M1 wins",324.6948357,12.95774648
"1160","Rev",28,0,589.4736842,28.42105263,NA,NA,"Intercomp","M2 wins",589.4736842,28.42105263
"1161","Rev",28,1.496118962,25.4573659,210.779194,NA,NA,"Intercomp","Coex",26.953484862,210.779194
"1162","Rev",28,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1163","Rev",29,324.8526077,0,12.72108844,NA,NA,"Intercomp","M1 wins",324.8526077,12.72108844
"1164","Rev",29,0,589.8305085,28.13559322,NA,NA,"Intercomp","M2 wins",589.8305085,28.13559322
"1165","Rev",29,1.496653161,25.4543763,210.71691,NA,NA,"Intercomp","Coex",26.951029461,210.71691
"1166","Rev",29,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1167","Rev",30,325,0,12.5,NA,NA,"Intercomp","M1 wins",325,12.5
"1168","Rev",30,0,590.1639344,27.86885246,NA,NA,"Intercomp","M2 wins",590.1639344,27.86885246
"1169","Rev",30,1.497151979,25.45158576,210.6587595,NA,NA,"Intercomp","Coex",26.948737739,210.6587595
"1170","Rev",30,0,0,500,NA,NA,"Intercomp","Extinct",0,500
"1171","Sub",1,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1172","Sub",2,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1173","Sub",3,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1174","Sub",4,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1175","Sub",5,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1176","Sub",6,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1177","Sub",7,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1178","Sub",8,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1179","Sub",9,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1180","Sub",10,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1181","Sub",11,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1182","Sub",12,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1183","Sub",13,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1184","Sub",14,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1185","Sub",15,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1186","Sub",16,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1187","Sub",17,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1188","Sub",18,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1189","Sub",19,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1190","Sub",20,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1191","Sub",21,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1192","Sub",22,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1193","Sub",23,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1194","Sub",24,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1195","Sub",25,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1196","Sub",26,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1197","Sub",27,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1198","Sub",28,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1199","Sub",29,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1200","Sub",30,60.47602561,0.051137507,387.5968992,NA,NA,"Intercomp","Coex",60.527163117,387.5968992
"1201","Fwd",1,323.3333333,NA,15,NA,0,"Type I","P Extinct",323.3333333,15
"1202","Fwd",1,0,NA,500,NA,0,"Type I","Extinct",0,500
"1203","Fwd",1,0.1,NA,499.7549043,NA,0.095095682,"Type I","Coex",0.1,499.7549043
"1204","Fwd",2,327.6190476,NA,8.571428571,NA,0,"Type I","P Extinct",327.6190476,8.571428571
"1205","Fwd",2,0,NA,500,NA,0,"Type I","Extinct",0,500
"1206","Fwd",2,0.1,NA,499.5192486,NA,0.330751435,"Type I","Coex",0.1,499.5192486
"1207","Fwd",3,328.3333333,NA,7.5,NA,0,"Type I","P Extinct",328.3333333,7.5
"1208","Fwd",3,0,NA,500,NA,0,"Type I","Extinct",0,500
"1209","Fwd",3,0.1,NA,499.2925096,NA,0.557490424,"Type I","Coex",0.1,499.2925096
"1210","Fwd",4,328.627451,NA,7.058823529,NA,0,"Type I","P Extinct",328.627451,7.058823529
"1211","Fwd",4,0,NA,500,NA,0,"Type I","Extinct",0,500
"1212","Fwd",4,0.1,NA,499.0742013,NA,0.775798712,"Type I","Coex",0.1,499.0742013
"1213","Fwd",5,328.7878788,NA,6.818181818,NA,0,"Type I","P Extinct",328.7878788,6.818181818
"1214","Fwd",5,0,NA,500,NA,0,"Type I","Extinct",0,500
"1215","Fwd",5,0.1,NA,498.8638716,NA,0.986128413,"Type I","Coex",0.1,498.8638716
"1216","Fwd",6,328.8888889,NA,6.666666667,NA,0,"Type I","P Extinct",328.8888889,6.666666667
"1217","Fwd",6,0,NA,500,NA,0,"Type I","Extinct",0,500
"1218","Fwd",6,0.1,NA,498.6610995,NA,1.188900543,"Type I","Coex",0.1,498.6610995
"1219","Fwd",7,328.9583333,NA,6.5625,NA,0,"Type I","P Extinct",328.9583333,6.5625
"1220","Fwd",7,3.32615e-15,NA,500,NA,0,"Type I","P Extinct",3.32615e-15,500
"1221","Fwd",7,0.1,NA,498.4654924,NA,1.384507588,"Type I","Coex",0.1,498.4654924
"1222","Fwd",8,329.009009,NA,6.486486486,NA,0,"Type I","P Extinct",329.009009,6.486486486
"1223","Fwd",8,0,NA,500,NA,0,"Type I","Extinct",0,500
"1224","Fwd",8,0.1,NA,498.2766842,NA,1.573315838,"Type I","Coex",0.1,498.2766842
"1225","Fwd",9,329.047619,NA,6.428571429,NA,0,"Type I","P Extinct",329.047619,6.428571429
"1226","Fwd",9,0,NA,500,NA,0,"Type I","Extinct",0,500
"1227","Fwd",9,0.1,NA,498.0943325,NA,1.755667486,"Type I","Coex",0.1,498.0943325
"1228","Fwd",10,329.0780142,NA,6.382978723,NA,0,"Type I","P Extinct",329.0780142,6.382978723
"1229","Fwd",10,0,NA,500,NA,0,"Type I","Extinct",0,500
"1230","Fwd",10,0.1,NA,497.9181175,NA,1.931882548,"Type I","Coex",0.1,497.9181175
"1231","Fwd",11,329.1025641,NA,6.346153846,NA,0,"Type I","P Extinct",329.1025641,6.346153846
"1232","Fwd",11,0,NA,500,NA,0,"Type I","Extinct",0,500
"1233","Fwd",11,0.1,NA,497.7477394,NA,2.102260592,"Type I","Coex",0.1,497.7477394
"1234","Fwd",12,329.122807,NA,6.315789474,NA,0,"Type I","P Extinct",329.122807,6.315789474
"1235","Fwd",12,0,NA,500,NA,0,"Type I","Extinct",0,500
"1236","Fwd",12,0.1,NA,497.5829177,NA,2.267082323,"Type I","Coex",0.1,497.5829177
"1237","Fwd",13,329.1397849,NA,6.290322581,NA,0,"Type I","P Extinct",329.1397849,6.290322581
"1238","Fwd",13,0,NA,500,NA,0,"Type I","Extinct",0,500
"1239","Fwd",13,0.1,NA,497.423389,NA,2.426611014,"Type I","Coex",0.1,497.423389
"1240","Fwd",14,329.1542289,NA,6.268656716,NA,0,"Type I","P Extinct",329.1542289,6.268656716
"1241","Fwd",14,0,NA,500,NA,0,"Type I","Extinct",0,500
"1242","Fwd",14,0.1,NA,497.2689062,NA,2.58109382,"Type I","Coex",0.1,497.2689062
"1243","Fwd",15,329.1666667,NA,6.25,NA,0,"Type I","P Extinct",329.1666667,6.25
